distribution_id,distribution_date,site,households_served,meals_served
1374,2025-06-08,Riverside Centre,30,90
1375,2025-05-15,North Hub,86,258
1376,2025-04-25,Riverside Centre,71,284
1377,2025-04-23,East Community Hall,10,50
1378,2025-05-19,East Community Hall,59,236
1379,2025-07-13,North Hub,88,440
1380,2025-09-05,Riverside Centre,73,219
1381,2025-02-13,Riverside Centre,88,264
1382,2025-07-24,Riverside Centre,12,36
1383,2025-03-05,East Community Hall,83,166
1384,2025-07-21,Mobile Unit,34,136
1385,2025-03-27,Riverside Centre,74,370
1386,2025-01-02,East Community Hall,21,105
1387,2025-08-16,North Hub,45,135
1388,2025-06-28,Mobile Unit,77,385
1389,2025-03-21,East Community Hall,31,93
1390,2025-04-12,Mobile Unit,71,142
1391,2025-03-31,Riverside Centre,68,272
1392,2025-07-21,East Community Hall,63,252
1393,2025-07-21,East Community Hall,76,152
1394,2025-07-19,East Community Hall,12,36
1395,2025-01-24,East Community Hall,45,135
1396,2025-08-31,North Hub,18,54
1397,2025-05-09,North Hub,11,44
1398,2025-02-23,Riverside Centre,50,200
1399,2025-02-19,North Hub,69,207
1400,2025-06-13,North Hub,61,305
1401,2025-02-07,East Community Hall,78,156
1402,2025-07-31,Mobile Unit,57,171
1403,2025-03-21,Riverside Centre,73,292
1404,2025-05-24,North Hub,22,44
1405,2025-03-07,Riverside Centre,10,20
1406,2025-01-23,North Hub,20,60
1407,2025-06-28,East Community Hall,77,385
1408,2025-06-09,East Community Hall,75,300
1409,2025-07-28,East Community Hall,86,344
1410,2025-03-19,Riverside Centre,27,108
1411,2025-05-25,Mobile Unit,40,120
1412,2025-02-21,North Hub,36,108
1413,2025-03-14,North Hub,88,352
1414,2025-08-15,Mobile Unit,20,80
1415,2025-01-10,Mobile Unit,69,207
1416,2025-08-11,Mobile Unit,67,268
1417,2025-04-16,Riverside Centre,22,88
1418,2025-07-11,North Hub,67,201
1419,2025-07-02,East Community Hall,17,68
1420,2025-03-28,Riverside Centre,38,190
1421,2025-03-17,Riverside Centre,21,63
1422,2025-06-11,Riverside Centre,16,32
1423,2025-03-23,East Community Hall,83,332
1424,2025-08-15,North Hub,13,39
1425,2025-05-08,East Community Hall,65,130
1426,2025-07-20,East Community Hall,89,356
1427,2025-01-20,North Hub,36,144
1428,2025-03-23,North Hub,32,96
1429,2025-07-06,Mobile Unit,70,280
1430,2025-09-05,East Community Hall,78,390
1431,2025-02-27,North Hub,19,76
1432,2025-03-09,North Hub,84,336
1433,2025-02-25,North Hub,26,52
1434,2025-03-27,Mobile Unit,44,88
1435,2025-07-27,East Community Hall,42,126
1436,2025-08-20,Riverside Centre,27,81
1437,2025-07-03,East Community Hall,71,213
1438,2025-04-25,Riverside Centre,55,165
1439,2025-07-16,North Hub,86,258
1440,2025-05-01,North Hub,71,355
1441,2025-01-22,Mobile Unit,56,280
1442,2025-07-13,Riverside Centre,69,276
1443,2025-02-12,Riverside Centre,80,400
1444,2025-02-13,Riverside Centre,40,200
1445,2025-04-08,Riverside Centre,30,120
1446,2025-05-12,North Hub,51,102
1447,2025-01-30,East Community Hall,77,385
1448,2025-01-17,East Community Hall,17,85
1449,2025-06-20,East Community Hall,52,208
1450,2025-07-01,Mobile Unit,67,268
1451,2025-07-01,East Community Hall,41,123
1452,2025-05-17,East Community Hall,27,81
1453,2025-08-28,North Hub,46,184
1454,2025-04-29,Riverside Centre,77,385
1455,2025-07-25,Riverside Centre,76,380
1456,2025-08-03,Mobile Unit,21,63
1457,2025-08-27,Riverside Centre,67,201
1458,2025-04-08,East Community Hall,13,39
1459,2025-01-10,Riverside Centre,17,51
1460,2025-08-07,East Community Hall,73,292
1461,2025-07-12,Mobile Unit,15,45
1462,2025-06-10,North Hub,54,108
1463,2025-04-08,Riverside Centre,65,130
1464,2025-08-04,Riverside Centre,62,124
1465,2025-07-10,East Community Hall,29,58
1466,2025-03-26,Riverside Centre,62,248
1467,2025-06-20,East Community Hall,74,222
1468,2025-06-13,East Community Hall,50,200
1469,2025-01-02,East Community Hall,11,33
1470,2025-02-23,Mobile Unit,75,300
1471,2025-05-06,North Hub,88,176
1472,2025-09-07,Mobile Unit,33,99
1473,2025-07-22,Riverside Centre,76,228
1474,2025-04-06,North Hub,79,158
1475,2025-05-09,Mobile Unit,14,28
1476,2025-04-12,Mobile Unit,57,285
1477,2025-04-24,East Community Hall,26,130
1478,2025-06-25,North Hub,11,22
1479,2025-01-16,Riverside Centre,16,32
1480,2025-04-04,North Hub,52,208
1481,2025-03-09,Riverside Centre,27,135
1482,2025-06-11,Mobile Unit,16,48
1483,2025-02-19,Riverside Centre,84,420
1484,2025-01-31,Mobile Unit,31,155
1485,2025-04-22,North Hub,41,164
1486,2025-09-04,Riverside Centre,59,236
1487,2025-01-08,Riverside Centre,14,28
1488,2025-02-21,North Hub,39,156
1489,2025-06-23,North Hub,30,120
1490,2025-05-30,Mobile Unit,78,234
1491,2025-01-06,Mobile Unit,87,261
1492,2025-03-16,East Community Hall,44,132
1493,2025-07-24,East Community Hall,10,40
1494,2025-05-21,East Community Hall,28,112
1495,2025-04-27,Mobile Unit,26,78
1496,2025-08-18,Mobile Unit,72,288
1497,2025-08-25,Riverside Centre,19,57
1498,2025-06-23,Mobile Unit,20,60
1499,2025-04-10,Mobile Unit,17,68
1500,2025-03-09,Riverside Centre,15,30
1501,2025-05-21,Riverside Centre,36,108
1502,2025-07-30,Riverside Centre,18,36
1503,2025-08-26,North Hub,15,60
1504,2025-07-28,Mobile Unit,52,260
1505,2025-04-14,North Hub,41,164
1506,2025-02-19,North Hub,81,162
1507,2025-09-05,East Community Hall,23,69
1508,2025-01-29,North Hub,22,88
1509,2025-03-24,Riverside Centre,52,208
1510,2025-06-14,Riverside Centre,42,84
1511,2025-07-01,North Hub,39,117
1512,2025-01-14,East Community Hall,86,430
1513,2025-08-24,Mobile Unit,38,114
1514,2025-07-17,Riverside Centre,16,80
1515,2025-06-06,East Community Hall,36,144
1516,2025-01-20,North Hub,79,237
1517,2025-04-29,Mobile Unit,25,125
1518,2025-09-07,East Community Hall,89,267
1519,2025-04-01,North Hub,55,110
1520,2025-07-20,North Hub,40,80
1521,2025-02-14,North Hub,38,190
1522,2025-07-20,Riverside Centre,55,275
1523,2025-02-18,North Hub,82,410
1524,2025-03-04,North Hub,50,200
1525,2025-08-13,East Community Hall,84,336
1526,2025-08-24,North Hub,76,380
1527,2025-07-08,Riverside Centre,65,195
1528,2025-03-25,East Community Hall,39,156
1529,2025-08-02,Mobile Unit,49,98
1530,2025-04-12,East Community Hall,21,42
1531,2025-05-26,Riverside Centre,60,180
1532,2025-01-13,East Community Hall,31,124
1533,2025-02-09,Mobile Unit,18,72
1534,2025-06-10,East Community Hall,45,180
1535,2025-03-10,Mobile Unit,52,104
1536,2025-02-06,North Hub,50,150
1537,2025-05-03,East Community Hall,33,66
1538,2025-03-11,Mobile Unit,65,260
1539,2025-02-15,North Hub,76,228
1540,2025-01-19,East Community Hall,51,153
1541,2025-03-05,North Hub,35,175
1542,2025-05-27,Riverside Centre,56,280
1543,2025-03-07,East Community Hall,76,380
1544,2025-05-11,East Community Hall,31,93
1545,2025-06-01,Riverside Centre,20,100
1546,2025-04-01,North Hub,62,248
1547,2025-04-01,Riverside Centre,77,308
1548,2025-05-06,Riverside Centre,60,180
1549,2025-07-11,Mobile Unit,48,240
1550,2025-09-03,North Hub,51,102
1551,2025-01-02,Riverside Centre,51,204
1552,2025-06-22,Riverside Centre,84,336
1553,2025-03-17,Riverside Centre,40,120
1554,2025-05-08,North Hub,85,425
1555,2025-03-30,Riverside Centre,71,142
1556,2025-05-07,East Community Hall,36,72
1557,2025-06-13,Riverside Centre,76,380
1558,2025-08-27,Riverside Centre,87,435
1559,2025-07-29,Riverside Centre,21,84
1560,2025-03-24,East Community Hall,28,140
1561,2025-03-11,North Hub,84,168
1562,2025-02-24,Mobile Unit,86,344
1563,2025-02-11,North Hub,25,50
1564,2025-08-08,East Community Hall,85,170
1565,2025-02-07,Mobile Unit,16,64
1566,2025-08-01,Riverside Centre,52,260
1567,2025-03-01,East Community Hall,60,180
1568,2025-01-11,East Community Hall,59,177
1569,2025-04-03,North Hub,48,240
1570,2025-05-04,Mobile Unit,18,54
1571,2025-03-24,Riverside Centre,25,100
1572,2025-01-04,Mobile Unit,83,332
1573,2025-08-06,Riverside Centre,37,74
1574,2025-03-30,Riverside Centre,31,124
1575,2025-05-19,East Community Hall,52,208
1576,2025-03-18,Mobile Unit,34,170
1577,2025-07-21,North Hub,61,305
1578,2025-07-10,North Hub,69,276
1579,2025-04-17,East Community Hall,47,235
1580,2025-09-06,Mobile Unit,18,90
1581,2025-03-22,North Hub,42,84
1582,2025-01-03,Riverside Centre,56,168
1583,2025-08-19,East Community Hall,16,64
1584,2025-06-11,North Hub,10,30
1585,2025-05-06,Riverside Centre,33,132
1586,2025-02-28,East Community Hall,78,156
1587,2025-04-08,North Hub,23,46
1588,2025-02-04,Riverside Centre,41,82
1589,2025-06-24,Mobile Unit,47,188
1590,2025-05-08,North Hub,73,365
1591,2025-02-28,Mobile Unit,75,375
1592,2025-02-01,Riverside Centre,43,215
1593,2025-06-08,Mobile Unit,62,248
1594,2025-06-18,North Hub,40,80
1595,2025-06-16,Mobile Unit,55,165
1596,2025-07-23,Riverside Centre,32,160
1597,2025-09-05,Mobile Unit,52,104
1598,2025-03-01,East Community Hall,18,72
1599,2025-07-16,Mobile Unit,79,158
1600,2025-03-16,Mobile Unit,31,124
1601,2025-07-21,North Hub,12,60
1602,2025-07-23,North Hub,44,132
1603,2025-07-27,Mobile Unit,43,172
1604,2025-02-26,East Community Hall,42,168
1605,2025-08-13,North Hub,23,69
1606,2025-03-12,North Hub,12,36
1607,2025-06-29,East Community Hall,75,375
1608,2025-01-21,Riverside Centre,27,54
1609,2025-07-02,North Hub,55,110
1610,2025-04-07,East Community Hall,57,285
1611,2025-03-12,East Community Hall,43,129
1612,2025-04-30,North Hub,51,204
1613,2025-08-09,Mobile Unit,69,138
1614,2025-08-18,East Community Hall,18,90
1615,2025-06-27,East Community Hall,29,58
1616,2025-07-07,Riverside Centre,78,312
1617,2025-07-10,North Hub,28,84
1618,2025-06-13,Riverside Centre,78,312
1619,2025-02-11,East Community Hall,76,304
1620,2025-04-01,Mobile Unit,46,184
1621,2025-02-06,North Hub,88,352
1622,2025-05-25,Riverside Centre,31,124
1623,2025-05-07,Riverside Centre,82,164
1624,2025-06-28,North Hub,73,146
1625,2025-06-30,North Hub,20,100
1626,2025-07-12,North Hub,43,215
1627,2025-05-11,North Hub,83,249
1628,2025-03-30,North Hub,47,235
1629,2025-06-11,Mobile Unit,14,70
1630,2025-09-06,Mobile Unit,17,34
1631,2025-04-22,Riverside Centre,33,165
1632,2025-04-01,North Hub,53,212
1633,2025-03-02,Riverside Centre,21,105
1634,2025-04-17,East Community Hall,36,180
1635,2025-09-01,Mobile Unit,72,144
1636,2025-01-02,North Hub,51,153
1637,2025-08-13,North Hub,40,120
1638,2025-01-15,East Community Hall,32,64
1639,2025-01-01,Riverside Centre,65,195
1640,2025-06-21,East Community Hall,46,92
1641,2025-02-19,North Hub,31,124
1642,2025-07-19,North Hub,77,154
1643,2025-01-22,East Community Hall,66,330
1644,2025-03-26,North Hub,13,52
1645,2025-05-20,North Hub,40,120
1646,2025-04-16,East Community Hall,28,140
1647,2025-03-27,East Community Hall,54,216
1648,2025-05-03,Riverside Centre,54,162
1649,2025-06-14,East Community Hall,86,430
1650,2025-08-23,Mobile Unit,63,126
1651,2025-08-03,North Hub,15,75
1652,2025-02-10,East Community Hall,76,152
1653,2025-06-11,Riverside Centre,22,88
1654,2025-05-29,North Hub,82,164
1655,2025-03-01,East Community Hall,48,144
1656,2025-04-10,Riverside Centre,25,75
1657,2025-01-22,North Hub,59,295
1658,2025-02-23,Riverside Centre,25,50
1659,2025-03-11,East Community Hall,75,150
1660,2025-07-17,North Hub,82,246
1661,2025-08-06,North Hub,87,174
1662,2025-07-01,Riverside Centre,21,42
1663,2025-05-16,Riverside Centre,39,195
1664,2025-04-18,East Community Hall,39,156
1665,2025-06-08,Riverside Centre,66,198
1666,2025-07-24,North Hub,89,267
1667,2025-02-20,Mobile Unit,80,160
1668,2025-02-02,Riverside Centre,71,284
1669,2025-07-25,East Community Hall,11,44
1670,2025-05-22,Riverside Centre,12,60
1671,2025-03-27,Riverside Centre,56,168
1672,2025-01-22,North Hub,37,74
1673,2025-09-03,North Hub,62,248
1674,2025-06-30,Riverside Centre,48,192
1675,2025-07-02,Mobile Unit,48,240
1676,2025-04-12,Mobile Unit,73,219
1677,2025-04-19,North Hub,84,336
1678,2025-01-19,East Community Hall,34,136
1679,2025-07-23,East Community Hall,49,245
1680,2025-08-04,Mobile Unit,55,220
1681,2025-02-28,East Community Hall,59,236
1682,2025-01-02,North Hub,28,112
1683,2025-04-27,East Community Hall,79,237
1684,2025-01-26,Mobile Unit,77,308
1685,2025-01-25,Mobile Unit,65,325
1686,2025-01-18,Riverside Centre,57,285
1687,2025-05-27,North Hub,29,145
1688,2025-04-16,Riverside Centre,62,186
1689,2025-01-14,Mobile Unit,36,72
1690,2025-03-21,Mobile Unit,21,42
1691,2025-02-04,Riverside Centre,88,264
1692,2025-06-04,Mobile Unit,84,168
1693,2025-02-23,Riverside Centre,70,140
1694,2025-03-01,Mobile Unit,23,115
1695,2025-06-01,North Hub,60,240
1696,2025-08-19,Mobile Unit,80,160
1697,2025-07-25,Mobile Unit,65,130
1698,2025-03-27,North Hub,39,117
1699,2025-02-20,Riverside Centre,34,102
1700,2025-01-19,Mobile Unit,22,66
1701,2025-04-23,Riverside Centre,57,228
1702,2025-01-04,Mobile Unit,59,295
1703,2025-05-12,Mobile Unit,75,225
1704,2025-01-23,East Community Hall,50,150
1705,2025-01-22,North Hub,67,335
1706,2025-06-08,North Hub,48,96
1707,2025-06-15,East Community Hall,17,85
1708,2025-08-20,East Community Hall,69,138
1709,2025-03-30,Mobile Unit,80,400
1710,2025-01-29,East Community Hall,48,144
1711,2025-03-21,East Community Hall,85,255
1712,2025-08-14,Riverside Centre,21,42
1713,2025-07-14,North Hub,66,330
1714,2025-05-10,North Hub,74,370
1715,2025-02-21,Mobile Unit,37,185
1716,2025-05-04,East Community Hall,33,99
1717,2025-08-08,Mobile Unit,38,152
1718,2025-07-02,North Hub,40,160
1719,2025-03-19,East Community Hall,13,52
1720,2025-07-08,North Hub,56,224
1721,2025-03-08,Riverside Centre,69,207
1722,2025-08-30,North Hub,23,69
1723,2025-06-12,North Hub,42,84
1724,2025-04-28,Riverside Centre,38,76
1725,2025-03-07,North Hub,44,176
1726,2025-04-13,Riverside Centre,32,96
1727,2025-02-25,Mobile Unit,61,305
1728,2025-06-28,North Hub,63,126
1729,2025-02-20,North Hub,16,32
1730,2025-06-02,East Community Hall,12,48
1731,2025-08-04,East Community Hall,31,62
1732,2025-03-22,Riverside Centre,50,200
1733,2025-02-28,Mobile Unit,30,90
1734,2025-02-15,Mobile Unit,38,76
1735,2025-02-28,Riverside Centre,73,365
1736,2025-03-07,East Community Hall,36,144
1737,2025-02-15,North Hub,28,112
1738,2025-04-23,Riverside Centre,64,320
1739,2025-03-28,Mobile Unit,24,72
1740,2025-08-02,East Community Hall,66,264
1741,2025-01-13,East Community Hall,22,110
1742,2025-07-13,Mobile Unit,80,160
1743,2025-06-11,Mobile Unit,41,82
1744,2025-04-09,Mobile Unit,19,38
1745,2025-04-24,Riverside Centre,15,45
1746,2025-06-13,North Hub,40,160
1747,2025-08-12,Riverside Centre,14,70
1748,2025-08-28,East Community Hall,15,30
1749,2025-01-29,Mobile Unit,17,51
1750,2025-03-04,Mobile Unit,80,160
1751,2025-01-11,Mobile Unit,58,290
1752,2025-07-07,East Community Hall,28,84
1753,2025-05-11,Mobile Unit,12,24
1754,2025-09-06,Riverside Centre,88,264
1755,2025-07-31,North Hub,70,210
1756,2025-01-18,North Hub,18,72
1757,2025-08-19,Mobile Unit,87,174
1758,2025-03-21,East Community Hall,80,320
1759,2025-03-03,North Hub,72,216
1760,2025-09-01,North Hub,62,186
1761,2025-01-24,Riverside Centre,88,352
1762,2025-04-09,East Community Hall,83,166
1763,2025-04-22,Riverside Centre,78,312
1764,2025-08-17,Mobile Unit,39,195
1765,2025-03-07,Riverside Centre,56,112
1766,2025-01-07,Mobile Unit,54,216
1767,2025-01-24,East Community Hall,57,171
1768,2025-07-13,Mobile Unit,70,350
1769,2025-08-27,Riverside Centre,14,42
1770,2025-05-28,Riverside Centre,52,208
1771,2025-06-26,Mobile Unit,27,135
1772,2025-02-06,East Community Hall,66,132
1773,2025-04-19,Mobile Unit,65,325
1774,2025-03-04,North Hub,21,105
1775,2025-03-03,North Hub,79,237
1776,2025-03-29,North Hub,29,58
1777,2025-09-06,East Community Hall,35,105
1778,2025-01-08,Mobile Unit,18,36
1779,2025-01-19,Mobile Unit,55,165
1780,2025-05-20,East Community Hall,59,236
1781,2025-03-12,Riverside Centre,62,186
1782,2025-07-20,Riverside Centre,66,264
1783,2025-01-05,Mobile Unit,27,108
1784,2025-02-10,Mobile Unit,35,140
1785,2025-03-20,North Hub,15,75
1786,2025-06-11,Riverside Centre,40,160
1787,2025-03-05,North Hub,15,60
1788,2025-06-04,North Hub,61,122
1789,2025-07-12,Mobile Unit,54,108
1790,2025-03-09,Riverside Centre,84,420
1791,2025-03-20,North Hub,25,100
1792,2025-05-06,North Hub,48,240
1793,2025-08-04,Riverside Centre,47,235
1794,2025-03-09,East Community Hall,54,108
1795,2025-08-07,Mobile Unit,52,156
1796,2025-04-06,North Hub,45,90
1797,2025-04-20,North Hub,76,304
1798,2025-03-02,East Community Hall,68,340
1799,2025-08-14,East Community Hall,36,108
1800,2025-08-20,Mobile Unit,19,76
1801,2025-03-22,Mobile Unit,11,55
1802,2025-06-24,North Hub,67,335
1803,2025-07-31,Riverside Centre,47,94
1804,2025-03-02,East Community Hall,12,36
1805,2025-06-17,Mobile Unit,56,112
1806,2025-03-05,Riverside Centre,18,36
1807,2025-04-02,East Community Hall,60,240
1808,2025-04-11,Riverside Centre,81,324
1809,2025-04-01,North Hub,74,148
1810,2025-07-14,Mobile Unit,51,204
1811,2025-07-14,Mobile Unit,41,82
1812,2025-09-03,North Hub,63,126
1813,2025-02-24,East Community Hall,30,60
1814,2025-05-06,Riverside Centre,52,208
1815,2025-04-16,Mobile Unit,78,390
1816,2025-07-25,North Hub,47,188
1817,2025-01-31,North Hub,70,280
1818,2025-07-05,East Community Hall,29,87
1819,2025-05-22,Riverside Centre,61,122
1820,2025-03-03,Mobile Unit,87,174
1821,2025-01-08,Mobile Unit,29,116
1822,2025-07-25,North Hub,22,44
1823,2025-02-22,North Hub,85,340
1824,2025-06-22,Mobile Unit,43,172
1825,2025-06-11,North Hub,46,230
1826,2025-06-26,East Community Hall,21,63
1827,2025-02-15,Mobile Unit,87,261
1828,2025-05-02,North Hub,89,267
1829,2025-02-10,North Hub,14,28
1830,2025-03-02,Mobile Unit,73,146
1831,2025-01-23,North Hub,33,165
1832,2025-05-08,Mobile Unit,23,69
1833,2025-05-16,Mobile Unit,58,116
1834,2025-02-13,Mobile Unit,83,415
1835,2025-04-11,North Hub,26,78
1836,2025-03-24,Riverside Centre,41,205
1837,2025-05-16,Riverside Centre,46,230
1838,2025-06-09,Riverside Centre,29,87
1839,2025-05-11,North Hub,77,154
1840,2025-09-01,Mobile Unit,72,360
1841,2025-02-17,Mobile Unit,49,196
1842,2025-06-17,Riverside Centre,60,240
1843,2025-08-14,Mobile Unit,81,405
1844,2025-01-20,Mobile Unit,31,93
1845,2025-08-04,Mobile Unit,78,390
1846,2025-03-16,East Community Hall,63,252
1847,2025-04-08,Riverside Centre,87,435
1848,2025-05-05,Mobile Unit,54,216
1849,2025-05-01,Riverside Centre,25,75
1850,2025-01-05,Riverside Centre,66,132
1851,2025-02-01,East Community Hall,17,85
1852,2025-07-24,North Hub,47,235
1853,2025-01-12,East Community Hall,33,66
1854,2025-08-21,Mobile Unit,84,252
1855,2025-02-28,Riverside Centre,74,296
1856,2025-08-10,Riverside Centre,86,430
1857,2025-03-10,Riverside Centre,63,252
1858,2025-08-20,Riverside Centre,38,114
1859,2025-01-31,North Hub,84,168
1860,2025-03-15,East Community Hall,56,280
1861,2025-07-28,North Hub,26,52
1862,2025-01-10,East Community Hall,21,42
1863,2025-07-13,Mobile Unit,29,116
1864,2025-04-29,East Community Hall,59,118
1865,2025-06-03,North Hub,16,32
1866,2025-04-12,Mobile Unit,62,124
1867,2025-03-11,East Community Hall,73,365
1868,2025-06-28,Riverside Centre,67,335
1869,2025-01-15,Mobile Unit,25,75
1870,2025-03-04,Mobile Unit,69,345
1871,2025-04-30,North Hub,32,128
1872,2025-02-18,East Community Hall,82,410
1873,2025-07-03,Riverside Centre,63,315
1874,2025-08-16,Riverside Centre,24,96
1875,2025-05-28,Riverside Centre,76,304
1876,2025-08-02,Mobile Unit,71,142
1877,2025-07-03,Mobile Unit,20,60
1878,2025-07-31,Riverside Centre,12,36
1879,2025-04-27,North Hub,74,296
1880,2025-01-25,Mobile Unit,42,126
1881,2025-06-10,North Hub,22,44
1882,2025-05-27,East Community Hall,35,105
1883,2025-01-19,Riverside Centre,56,280
1884,2025-07-24,East Community Hall,75,225
1885,2025-08-17,Mobile Unit,15,75
1886,2025-06-20,Mobile Unit,28,112
1887,2025-07-14,East Community Hall,65,260
1888,2025-06-28,East Community Hall,70,350
1889,2025-04-20,East Community Hall,70,210
1890,2025-01-08,Riverside Centre,57,171
1891,2025-06-03,North Hub,48,192
1892,2025-04-03,North Hub,40,80
1893,2025-07-02,North Hub,68,272
1894,2025-03-01,Riverside Centre,58,174
1895,2025-06-11,East Community Hall,74,296
1896,2025-04-14,North Hub,63,315
1897,2025-05-11,East Community Hall,42,168
1898,2025-02-20,Mobile Unit,89,267
1899,2025-03-21,Riverside Centre,23,92
1900,2025-08-23,Riverside Centre,73,292
1901,2025-01-15,North Hub,38,152
1902,2025-05-16,North Hub,20,40
1903,2025-04-23,Riverside Centre,17,68
1904,2025-03-11,Riverside Centre,69,207
1905,2025-06-04,East Community Hall,67,268
1906,2025-06-14,East Community Hall,14,28
1907,2025-08-07,East Community Hall,18,54
1908,2025-08-18,North Hub,44,132
1909,2025-07-11,Mobile Unit,59,177
1910,2025-04-04,Riverside Centre,55,275
1911,2025-01-29,Riverside Centre,51,102
1912,2025-08-06,East Community Hall,12,48
1913,2025-04-08,East Community Hall,25,50
1914,2025-08-11,East Community Hall,68,136
1915,2025-07-22,East Community Hall,43,172
1916,2025-06-12,Mobile Unit,80,240
1917,2025-07-11,East Community Hall,32,64
1918,2025-05-24,Mobile Unit,13,26
1919,2025-05-10,North Hub,27,108
1920,2025-07-14,Mobile Unit,52,260
1921,2025-09-03,Mobile Unit,71,213
1922,2025-08-16,Riverside Centre,75,225
1923,2025-02-16,Mobile Unit,22,110
1924,2025-07-08,Mobile Unit,20,80
1925,2025-07-21,Mobile Unit,86,430
1926,2025-07-29,Riverside Centre,10,30
1927,2025-06-20,Riverside Centre,11,55
1928,2025-04-01,Mobile Unit,59,295
1929,2025-04-23,Riverside Centre,87,435
1930,2025-07-28,Riverside Centre,82,328
1931,2025-06-30,North Hub,48,144
1932,2025-08-29,Riverside Centre,80,160
1933,2025-04-23,Riverside Centre,41,205
1934,2025-01-31,North Hub,45,225
1935,2025-08-10,East Community Hall,39,156
1936,2025-08-06,Mobile Unit,23,69
1937,2025-07-17,Riverside Centre,35,105
1938,2025-03-16,Mobile Unit,78,234
1939,2025-05-28,North Hub,30,150
1940,2025-08-05,Mobile Unit,54,270
1941,2025-04-04,East Community Hall,86,258
1942,2025-08-22,Riverside Centre,77,231
1943,2025-04-05,East Community Hall,19,57
1944,2025-03-08,Mobile Unit,85,255
1945,2025-03-29,North Hub,73,365
1946,2025-06-30,Mobile Unit,52,156
1947,2025-01-05,Riverside Centre,42,84
1948,2025-05-19,Riverside Centre,24,120
1949,2025-06-19,East Community Hall,78,234
1950,2025-01-25,East Community Hall,55,165
1951,2025-04-10,Mobile Unit,36,108
1952,2025-07-19,Mobile Unit,44,220
1953,2025-06-04,Mobile Unit,63,315
1954,2025-01-27,Riverside Centre,71,142
1955,2025-05-26,Riverside Centre,82,328
1956,2025-07-04,North Hub,38,76
1957,2025-03-09,Riverside Centre,81,324
1958,2025-07-03,Riverside Centre,52,104
1959,2025-08-16,Mobile Unit,44,220
1960,2025-01-10,North Hub,63,315
1961,2025-06-09,Mobile Unit,53,212
1962,2025-08-02,North Hub,79,237
1963,2025-03-15,Mobile Unit,10,40
1964,2025-03-30,East Community Hall,36,108
1965,2025-02-16,Riverside Centre,42,210
1966,2025-08-19,Mobile Unit,70,280
1967,2025-01-05,East Community Hall,70,350
1968,2025-01-07,Riverside Centre,22,110
1969,2025-07-22,East Community Hall,29,58
1970,2025-07-26,Riverside Centre,16,64
1971,2025-01-28,East Community Hall,13,65
1972,2025-06-14,Riverside Centre,19,38
1973,2025-06-04,East Community Hall,29,58
1974,2025-01-05,North Hub,42,126
1975,2025-02-15,North Hub,44,132
1976,2025-07-24,East Community Hall,86,258
1977,2025-04-12,Mobile Unit,43,215
1978,2025-03-01,North Hub,43,129
1979,2025-05-26,North Hub,16,64
1980,2025-03-27,Mobile Unit,60,180
1981,2025-01-14,Riverside Centre,17,51
1982,2025-08-05,North Hub,23,115
1983,2025-02-13,East Community Hall,35,175
1984,2025-02-08,Riverside Centre,61,244
1985,2025-04-25,Mobile Unit,25,100
1986,2025-06-25,East Community Hall,30,60
1987,2025-01-11,North Hub,76,228
1988,2025-05-06,Riverside Centre,47,235
1989,2025-02-24,North Hub,66,132
1990,2025-05-31,East Community Hall,84,420
1991,2025-05-15,Riverside Centre,28,84
1992,2025-06-07,Riverside Centre,56,112
1993,2025-07-11,Mobile Unit,59,236
1994,2025-05-10,North Hub,36,72
1995,2025-09-02,East Community Hall,13,52
1996,2025-01-08,North Hub,21,105
1997,2025-06-14,Riverside Centre,72,360
1998,2025-09-04,Riverside Centre,31,124
1999,2025-06-06,East Community Hall,51,204
2000,2025-08-12,Riverside Centre,78,156
2001,2025-04-03,North Hub,78,156
2002,2025-04-08,North Hub,27,108
2003,2025-04-13,North Hub,32,128
2004,2025-06-15,Mobile Unit,29,87
2005,2025-01-19,East Community Hall,81,405
2006,2025-01-30,Riverside Centre,83,332
2007,2025-05-19,North Hub,86,430
2008,2025-03-12,Riverside Centre,56,168
2009,2025-04-26,East Community Hall,66,198
2010,2025-08-28,East Community Hall,11,22
2011,2025-01-09,Mobile Unit,60,240
2012,2025-02-07,North Hub,89,178
2013,2025-04-10,North Hub,89,267
2014,2025-05-11,North Hub,70,210
2015,2025-04-15,Riverside Centre,84,252
2016,2025-06-05,Mobile Unit,56,168
2017,2025-02-17,North Hub,65,325
2018,2025-08-20,Mobile Unit,31,124
2019,2025-03-21,East Community Hall,44,220
2020,2025-01-05,Mobile Unit,27,81
2021,2025-05-03,North Hub,11,22
2022,2025-03-24,East Community Hall,65,325
2023,2025-02-25,Riverside Centre,83,249
2024,2025-08-26,Mobile Unit,87,435
2025,2025-08-11,Mobile Unit,16,32
2026,2025-05-28,East Community Hall,80,400
2027,2025-02-23,Mobile Unit,53,212
2028,2025-08-19,North Hub,82,246
2029,2025-04-29,Riverside Centre,21,84
2030,2025-06-26,Mobile Unit,36,144
2031,2025-07-03,North Hub,19,38
2032,2025-02-01,North Hub,22,88
2033,2025-05-17,Riverside Centre,36,144
2034,2025-04-11,North Hub,30,60
2035,2025-01-19,North Hub,68,272
2036,2025-01-24,Riverside Centre,65,130
2037,2025-07-25,East Community Hall,57,228
2038,2025-02-11,Riverside Centre,35,105
2039,2025-05-10,East Community Hall,83,415
