donation_id,donation_date,food_category,source,weight_kg
2414,2025-06-17,Beverages,Corporate Gift,35.6
2415,2025-09-06,Bakery,Supermarket Co,20.2
2416,2025-07-13,Beverages,Community Drive,10.1
2417,2025-01-05,Frozen,Corporate Gift,44.8
2418,2025-04-07,Beverages,Corporate Gift,30.1
2419,2025-08-21,Bakery,Community Drive,35.3
2420,2025-08-03,Bakery,Local Farm,7.5
2421,2025-02-01,Fresh produce,Community Drive,42.3
2422,2025-07-31,Frozen,Individual,16.0
2423,2025-09-05,Canned goods,Community Drive,23.1
2424,2025-01-13,Beverages,Supermarket Co,48.2
2425,2025-06-20,Dry goods,Local Farm,27.3
2426,2025-06-14,Frozen,Local Farm,5.1
2427,2025-08-05,Frozen,Community Drive,10.5
2428,2025-07-17,Frozen,Community Drive,15.4
2429,2025-03-25,Dairy,Community Drive,21.6
2430,2025-03-29,Canned goods,Supermarket Co,1.5
2431,2025-02-08,Fresh produce,Community Drive,29.6
2432,2025-06-04,Canned goods,Local Farm,13.5
2433,2025-06-24,Fresh produce,Supermarket Co,1.2
2434,2025-06-13,Frozen,Local Farm,28.6
2435,2025-06-19,Dairy,Community Drive,28.9
2436,2025-04-14,Bakery,Local Farm,24.4
2437,2025-05-19,Dairy,Individual,35.6
2438,2025-05-28,Frozen,Local Farm,4.3
2439,2025-04-05,Beverages,Individual,9.1
2440,2025-04-05,Frozen,Individual,9.7
2441,2025-03-12,Dairy,Community Drive,43.6
2442,2025-04-13,Frozen,Individual,46.1
2443,2025-05-17,Bakery,Corporate Gift,46.5
2444,2025-07-21,Beverages,Community Drive,19.8
2445,2025-06-11,Beverages,Individual,40.4
2446,2025-06-10,Fresh produce,Individual,21.6
2447,2025-01-24,Beverages,Local Farm,16.5
2448,2025-07-28,Dry goods,Individual,30.8
2449,2025-07-24,Bakery,Local Farm,7.8
2450,2025-08-02,Bakery,Local Farm,37.5
2451,2025-08-15,Canned goods,Local Farm,18.9
2452,2025-02-22,Dairy,Corporate Gift,8.4
2453,2025-01-19,Frozen,Community Drive,3.8
2454,2025-01-26,Bakery,Local Farm,43.4
2455,2025-01-23,Dairy,Supermarket Co,41.9
2456,2025-09-07,Bakery,Local Farm,43.7
2457,2025-07-31,Canned goods,Community Drive,5.8
2458,2025-08-06,Frozen,Supermarket Co,12.8
2459,2025-02-12,Beverages,Individual,18.0
2460,2025-01-17,Bakery,Corporate Gift,36.8
2461,2025-01-16,Canned goods,Individual,1.3
2462,2025-08-06,Fresh produce,Corporate Gift,40.6
2463,2025-05-11,Dairy,Local Farm,26.1
2464,2025-04-09,Fresh produce,Community Drive,24.8
2465,2025-08-28,Dairy,Supermarket Co,19.5
2466,2025-08-31,Fresh produce,Corporate Gift,37.1
2467,2025-07-15,Frozen,Supermarket Co,43.8
2468,2025-01-18,Dry goods,Community Drive,2.6
2469,2025-05-24,Bakery,Community Drive,43.2
2470,2025-05-03,Dry goods,Community Drive,49.3
2471,2025-05-24,Frozen,Community Drive,21.1
2472,2025-03-18,Fresh produce,Supermarket Co,37.7
2473,2025-07-30,Frozen,Corporate Gift,29.8
2474,2025-03-03,Canned goods,Local Farm,9.5
2475,2025-05-02,Fresh produce,Individual,11.4
2476,2025-05-03,Dairy,Individual,41.0
2477,2025-06-28,Bakery,Supermarket Co,5.4
2478,2025-02-09,Fresh produce,Community Drive,48.1
2479,2025-04-22,Canned goods,Corporate Gift,29.2
2480,2025-06-24,Dry goods,Corporate Gift,47.2
2481,2025-05-17,Fresh produce,Corporate Gift,13.7
2482,2025-01-22,Beverages,Corporate Gift,5.6
2483,2025-02-11,Beverages,Individual,43.9
2484,2025-04-05,Canned goods,Corporate Gift,28.3
2485,2025-02-27,Dairy,Supermarket Co,11.6
2486,2025-04-20,Canned goods,Individual,13.0
2487,2025-03-28,Fresh produce,Local Farm,4.7
2488,2025-04-03,Beverages,Supermarket Co,30.6
2489,2025-04-16,Fresh produce,Individual,42.5
2490,2025-06-16,Dairy,Individual,37.5
2491,2025-07-04,Beverages,Community Drive,12.5
2492,2025-04-08,Dry goods,Community Drive,31.8
2493,2025-01-11,Dry goods,Individual,9.2
2494,2025-03-28,Bakery,Supermarket Co,45.1
2495,2025-06-16,Fresh produce,Individual,27.1
2496,2025-08-19,Beverages,Individual,46.9
2497,2025-06-29,Dry goods,Local Farm,11.8
2498,2025-08-18,Canned goods,Individual,35.6
2499,2025-08-26,Dry goods,Corporate Gift,48.7
2500,2025-01-13,Bakery,Individual,39.7
2501,2025-06-14,Dry goods,Community Drive,17.4
2502,2025-02-22,Dairy,Individual,37.6
2503,2025-01-28,Frozen,Community Drive,35.9
2504,2025-08-01,Frozen,Supermarket Co,12.1
2505,2025-07-16,Canned goods,Individual,23.7
2506,2025-07-01,Dry goods,Local Farm,30.2
2507,2025-03-10,Bakery,Local Farm,14.3
2508,2025-07-15,Dry goods,Individual,18.8
2509,2025-03-18,Bakery,Individual,4.7
2510,2025-06-01,Fresh produce,Individual,47.8
2511,2025-04-05,Beverages,Individual,27.2
2512,2025-03-15,Fresh produce,Supermarket Co,10.8
2513,2025-04-07,Bakery,Community Drive,28.4
2514,2025-01-04,Beverages,Individual,14.9
2515,2025-07-27,Dairy,Individual,12.6
2516,2025-05-26,Frozen,Corporate Gift,5.4
2517,2025-03-26,Dry goods,Corporate Gift,31.5
2518,2025-07-01,Bakery,Local Farm,22.8
2519,2025-04-30,Dairy,Corporate Gift,7.1
2520,2025-04-13,Fresh produce,Supermarket Co,37.9
2521,2025-06-27,Fresh produce,Community Drive,9.6
2522,2025-03-15,Beverages,Community Drive,39.6
2523,2025-02-22,Canned goods,Community Drive,19.4
2524,2025-05-19,Fresh produce,Local Farm,3.5
2525,2025-08-15,Fresh produce,Supermarket Co,22.4
2526,2025-05-21,Canned goods,Supermarket Co,44.0
2527,2025-08-21,Frozen,Supermarket Co,49.2
2528,2025-06-04,Frozen,Supermarket Co,9.5
2529,2025-03-04,Beverages,Supermarket Co,21.4
2530,2025-02-25,Beverages,Corporate Gift,19.0
2531,2025-08-06,Beverages,Individual,11.1
2532,2025-04-07,Beverages,Supermarket Co,45.6
2533,2025-02-09,Bakery,Individual,49.9
2534,2025-03-24,Frozen,Individual,9.6
2535,2025-06-04,Dry goods,Community Drive,3.2
2536,2025-01-09,Bakery,Local Farm,43.3
2537,2025-01-23,Dry goods,Supermarket Co,40.7
2538,2025-05-22,Canned goods,Supermarket Co,10.3
2539,2025-07-10,Dairy,Corporate Gift,47.3
2540,2025-08-24,Canned goods,Individual,38.6
2541,2025-08-23,Frozen,Corporate Gift,40.8
2542,2025-03-06,Beverages,Local Farm,48.9
2543,2025-04-21,Fresh produce,Corporate Gift,24.3
2544,2025-07-21,Beverages,Supermarket Co,27.5
2545,2025-06-24,Frozen,Community Drive,38.8
2546,2025-01-04,Dairy,Local Farm,5.5
2547,2025-08-03,Beverages,Individual,9.6
2548,2025-08-31,Bakery,Supermarket Co,24.5
2549,2025-04-18,Beverages,Corporate Gift,34.1
2550,2025-06-03,Bakery,Local Farm,34.2
2551,2025-05-17,Dairy,Supermarket Co,30.5
2552,2025-08-15,Fresh produce,Community Drive,19.5
2553,2025-01-19,Fresh produce,Community Drive,47.1
2554,2025-05-09,Frozen,Corporate Gift,6.2
2555,2025-08-14,Beverages,Supermarket Co,34.8
2556,2025-01-29,Bakery,Individual,38.4
2557,2025-03-10,Bakery,Individual,14.3
2558,2025-05-19,Beverages,Individual,32.3
2559,2025-02-02,Bakery,Individual,2.9
2560,2025-02-07,Beverages,Supermarket Co,13.1
2561,2025-01-29,Canned goods,Corporate Gift,35.8
2562,2025-03-05,Dry goods,Local Farm,4.5
2563,2025-03-03,Canned goods,Corporate Gift,21.1
2564,2025-04-12,Dairy,Individual,27.1
2565,2025-02-25,Dry goods,Supermarket Co,4.2
2566,2025-08-12,Fresh produce,Local Farm,17.1
2567,2025-02-15,Dairy,Local Farm,24.8
2568,2025-05-25,Fresh produce,Supermarket Co,1.1
2569,2025-08-01,Fresh produce,Individual,9.6
2570,2025-04-20,Frozen,Individual,34.5
2571,2025-04-26,Beverages,Local Farm,35.5
2572,2025-01-06,Dairy,Supermarket Co,42.5
2573,2025-02-28,Bakery,Local Farm,10.5
2574,2025-05-17,Bakery,Local Farm,38.3
2575,2025-05-05,Beverages,Individual,27.0
2576,2025-04-18,Bakery,Supermarket Co,44.1
2577,2025-02-27,Fresh produce,Corporate Gift,4.6
2578,2025-08-15,Fresh produce,Community Drive,17.3
2579,2025-06-13,Dairy,Supermarket Co,22.9
2580,2025-04-03,Frozen,Community Drive,34.2
2581,2025-04-04,Frozen,Corporate Gift,15.6
2582,2025-02-09,Canned goods,Local Farm,22.3
2583,2025-05-15,Canned goods,Individual,33.5
2584,2025-01-07,Dry goods,Supermarket Co,9.0
2585,2025-03-27,Bakery,Corporate Gift,3.5
2586,2025-03-25,Frozen,Community Drive,28.0
2587,2025-02-22,Dry goods,Local Farm,46.6
2588,2025-08-30,Beverages,Corporate Gift,12.5
2589,2025-02-03,Beverages,Local Farm,14.5
2590,2025-02-07,Beverages,Community Drive,46.8
2591,2025-01-11,Frozen,Local Farm,10.4
2592,2025-04-05,Beverages,Individual,1.6
2593,2025-05-04,Fresh produce,Local Farm,25.2
2594,2025-02-08,Dry goods,Supermarket Co,45.3
2595,2025-07-21,Frozen,Corporate Gift,32.1
2596,2025-05-20,Beverages,Individual,19.8
2597,2025-07-12,Beverages,Local Farm,7.9
2598,2025-02-04,Frozen,Local Farm,1.6
2599,2025-05-31,Canned goods,Individual,29.7
2600,2025-02-04,Bakery,Individual,40.5
2601,2025-06-12,Frozen,Corporate Gift,26.9
2602,2025-06-21,Beverages,Individual,21.4
2603,2025-08-22,Canned goods,Supermarket Co,16.3
2604,2025-05-28,Dairy,Corporate Gift,47.9
2605,2025-06-26,Dry goods,Community Drive,42.1
2606,2025-05-02,Canned goods,Individual,21.6
2607,2025-07-23,Beverages,Community Drive,30.5
2608,2025-05-30,Frozen,Local Farm,40.4
2609,2025-02-15,Beverages,Community Drive,9.9
2610,2025-04-20,Dry goods,Supermarket Co,16.5
2611,2025-02-26,Beverages,Corporate Gift,5.4
2612,2025-03-26,Canned goods,Individual,44.7
2613,2025-02-04,Frozen,Supermarket Co,35.4
2614,2025-04-28,Dairy,Community Drive,22.1
2615,2025-01-14,Dry goods,Individual,39.2
2616,2025-06-19,Beverages,Corporate Gift,20.8
2617,2025-04-14,Dry goods,Individual,13.2
2618,2025-05-11,Fresh produce,Community Drive,37.1
2619,2025-08-18,Bakery,Community Drive,46.3
2620,2025-06-08,Canned goods,Individual,20.4
2621,2025-07-19,Bakery,Community Drive,35.8
2622,2025-04-28,Fresh produce,Corporate Gift,21.3
2623,2025-01-29,Canned goods,Community Drive,9.8
2624,2025-02-18,Dry goods,Corporate Gift,22.5
2625,2025-03-12,Beverages,Community Drive,7.1
2626,2025-03-15,Fresh produce,Corporate Gift,28.5
2627,2025-06-22,Dry goods,Individual,16.8
2628,2025-06-27,Beverages,Local Farm,25.7
2629,2025-01-15,Dairy,Individual,24.5
2630,2025-06-02,Frozen,Supermarket Co,3.3
2631,2025-07-09,Frozen,Supermarket Co,17.5
2632,2025-02-17,Beverages,Corporate Gift,22.0
2633,2025-02-06,Canned goods,Corporate Gift,42.0
2634,2025-06-05,Beverages,Community Drive,27.5
2635,2025-08-16,Frozen,Corporate Gift,48.4
2636,2025-07-12,Frozen,Supermarket Co,28.8
2637,2025-07-28,Frozen,Individual,7.2
2638,2025-06-17,Dairy,Corporate Gift,4.7
2639,2025-07-18,Bakery,Individual,47.7
2640,2025-02-02,Dry goods,Local Farm,31.0
2641,2025-01-14,Fresh produce,Individual,34.2
2642,2025-05-21,Dry goods,Individual,20.9
2643,2025-01-23,Fresh produce,Individual,45.3
2644,2025-02-20,Fresh produce,Community Drive,32.6
2645,2025-02-04,Bakery,Local Farm,38.1
2646,2025-07-13,Dry goods,Community Drive,30.3
2647,2025-03-07,Beverages,Individual,13.7
2648,2025-03-17,Fresh produce,Individual,31.6
2649,2025-08-26,Dry goods,Local Farm,30.0
2650,2025-04-25,Bakery,Individual,44.2
2651,2025-09-02,Frozen,Local Farm,20.3
2652,2025-08-14,Canned goods,Individual,40.3
2653,2025-03-14,Fresh produce,Corporate Gift,38.6
2654,2025-01-06,Beverages,Community Drive,46.4
2655,2025-07-21,Dairy,Local Farm,4.8
2656,2025-05-30,Canned goods,Local Farm,46.7
2657,2025-08-10,Fresh produce,Community Drive,32.9
2658,2025-03-28,Dairy,Supermarket Co,33.1
2659,2025-07-02,Beverages,Supermarket Co,48.3
2660,2025-08-18,Canned goods,Individual,30.6
2661,2025-04-24,Fresh produce,Corporate Gift,14.6
2662,2025-01-20,Dry goods,Corporate Gift,17.3
2663,2025-05-13,Canned goods,Local Farm,20.1
2664,2025-06-22,Fresh produce,Supermarket Co,27.8
2665,2025-03-10,Dairy,Supermarket Co,30.0
2666,2025-05-30,Canned goods,Individual,23.1
2667,2025-07-30,Frozen,Individual,16.1
2668,2025-07-27,Fresh produce,Supermarket Co,14.4
2669,2025-04-01,Frozen,Supermarket Co,37.7
2670,2025-02-25,Bakery,Community Drive,21.4
2671,2025-07-08,Dry goods,Individual,45.7
2672,2025-08-03,Dairy,Individual,28.3
2673,2025-02-24,Dry goods,Supermarket Co,48.8
2674,2025-07-17,Fresh produce,Local Farm,25.1
2675,2025-05-11,Fresh produce,Supermarket Co,31.7
2676,2025-05-09,Dairy,Local Farm,33.9
2677,2025-05-16,Dairy,Corporate Gift,28.8
2678,2025-04-12,Beverages,Corporate Gift,3.5
2679,2025-02-07,Dairy,Community Drive,10.4
2680,2025-05-02,Frozen,Local Farm,15.4
2681,2025-08-20,Dry goods,Local Farm,46.8
2682,2025-02-01,Bakery,Individual,16.8
2683,2025-04-18,Bakery,Community Drive,34.2
2684,2025-07-02,Dry goods,Community Drive,30.8
2685,2025-08-30,Beverages,Corporate Gift,16.9
2686,2025-07-27,Beverages,Local Farm,42.3
2687,2025-02-23,Dairy,Supermarket Co,7.8
2688,2025-07-13,Canned goods,Individual,18.0
2689,2025-05-14,Canned goods,Community Drive,42.9
2690,2025-01-14,Frozen,Local Farm,15.1
2691,2025-01-23,Bakery,Supermarket Co,1.4
2692,2025-04-28,Dairy,Community Drive,27.8
2693,2025-09-07,Canned goods,Community Drive,21.8
2694,2025-01-28,Bakery,Supermarket Co,20.7
2695,2025-04-09,Frozen,Individual,8.5
2696,2025-01-30,Frozen,Local Farm,40.4
2697,2025-05-19,Beverages,Community Drive,23.3
2698,2025-01-26,Dry goods,Supermarket Co,48.5
2699,2025-03-04,Fresh produce,Corporate Gift,27.9
2700,2025-04-08,Dairy,Local Farm,20.2
2701,2025-03-31,Dairy,Individual,14.9
2702,2025-01-18,Canned goods,Individual,33.6
2703,2025-01-01,Canned goods,Local Farm,6.1
2704,2025-09-05,Fresh produce,Supermarket Co,13.6
2705,2025-08-12,Frozen,Individual,6.7
2706,2025-03-05,Frozen,Individual,37.0
2707,2025-06-27,Bakery,Corporate Gift,35.0
2708,2025-02-07,Dairy,Individual,17.8
2709,2025-04-17,Dairy,Community Drive,18.8
2710,2025-04-21,Dry goods,Community Drive,29.0
2711,2025-09-05,Beverages,Corporate Gift,8.0
2712,2025-05-28,Beverages,Supermarket Co,28.8
2713,2025-02-27,Frozen,Community Drive,25.4
2714,2025-07-24,Frozen,Individual,15.3
2715,2025-05-22,Bakery,Community Drive,38.0
2716,2025-07-23,Dry goods,Individual,11.3
2717,2025-04-28,Bakery,Supermarket Co,18.4
2718,2025-07-31,Beverages,Local Farm,12.9
2719,2025-07-06,Dairy,Local Farm,8.4
2720,2025-05-29,Dry goods,Local Farm,41.5
2721,2025-02-18,Dairy,Corporate Gift,43.6
2722,2025-03-24,Canned goods,Individual,2.1
2723,2025-09-03,Dry goods,Corporate Gift,42.2
2724,2025-07-06,Dairy,Local Farm,12.6
2725,2025-07-23,Beverages,Local Farm,3.3
2726,2025-01-26,Dairy,Corporate Gift,49.1
2727,2025-05-21,Fresh produce,Supermarket Co,19.0
2728,2025-08-17,Dry goods,Individual,1.3
2729,2025-05-03,Beverages,Corporate Gift,23.4
2730,2025-05-28,Fresh produce,Individual,49.0
2731,2025-07-21,Fresh produce,Corporate Gift,46.7
2732,2025-08-10,Fresh produce,Individual,17.4
2733,2025-05-04,Bakery,Local Farm,2.3
2734,2025-03-09,Dairy,Supermarket Co,35.2
2735,2025-05-29,Fresh produce,Corporate Gift,36.3
2736,2025-04-20,Bakery,Local Farm,29.2
2737,2025-03-22,Frozen,Corporate Gift,1.6
2738,2025-06-18,Bakery,Community Drive,32.7
2739,2025-07-24,Fresh produce,Corporate Gift,7.1
2740,2025-02-25,Dairy,Corporate Gift,5.9
2741,2025-08-16,Dairy,Corporate Gift,42.1
2742,2025-07-11,Canned goods,Community Drive,30.2
2743,2025-07-15,Fresh produce,Local Farm,46.7
2744,2025-08-21,Beverages,Corporate Gift,31.8
2745,2025-08-18,Canned goods,Local Farm,14.9
2746,2025-02-26,Dry goods,Supermarket Co,41.4
2747,2025-04-19,Fresh produce,Supermarket Co,23.3
2748,2025-01-03,Canned goods,Community Drive,15.6
2749,2025-06-03,Bakery,Corporate Gift,34.8
2750,2025-08-28,Dairy,Community Drive,43.9
2751,2025-01-02,Fresh produce,Supermarket Co,37.7
2752,2025-02-06,Fresh produce,Supermarket Co,27.8
2753,2025-04-21,Dairy,Supermarket Co,31.9
2754,2025-04-09,Dairy,Corporate Gift,32.8
2755,2025-09-01,Dairy,Community Drive,35.7
2756,2025-07-25,Beverages,Community Drive,30.5
2757,2025-06-21,Fresh produce,Supermarket Co,3.4
2758,2025-05-06,Frozen,Corporate Gift,32.6
2759,2025-04-26,Canned goods,Individual,39.7
2760,2025-01-13,Frozen,Community Drive,31.2
2761,2025-06-08,Fresh produce,Individual,47.0
2762,2025-05-14,Dairy,Supermarket Co,20.3
2763,2025-01-15,Dry goods,Corporate Gift,13.6
2764,2025-07-11,Dairy,Community Drive,30.2
2765,2025-06-22,Dry goods,Supermarket Co,14.7
2766,2025-07-19,Bakery,Supermarket Co,25.3
2767,2025-06-29,Canned goods,Corporate Gift,21.2
2768,2025-04-09,Fresh produce,Supermarket Co,21.7
2769,2025-09-02,Dry goods,Individual,32.2
2770,2025-01-27,Dairy,Individual,28.8
2771,2025-07-29,Dairy,Local Farm,46.4
2772,2025-04-18,Dry goods,Individual,29.8
2773,2025-02-18,Bakery,Community Drive,34.8
2774,2025-05-18,Bakery,Individual,38.0
2775,2025-04-18,Canned goods,Corporate Gift,32.6
2776,2025-01-07,Dry goods,Supermarket Co,18.4
2777,2025-06-09,Frozen,Supermarket Co,5.5
2778,2025-04-01,Canned goods,Individual,21.6
2779,2025-07-28,Dairy,Individual,14.5
2780,2025-08-10,Canned goods,Supermarket Co,32.9
2781,2025-06-11,Dry goods,Individual,28.3
2782,2025-05-03,Fresh produce,Local Farm,25.2
2783,2025-05-19,Bakery,Individual,9.8
2784,2025-08-05,Beverages,Corporate Gift,13.7
2785,2025-05-21,Fresh produce,Local Farm,37.8
2786,2025-07-23,Frozen,Individual,45.0
2787,2025-01-22,Dairy,Community Drive,14.1
2788,2025-02-11,Bakery,Supermarket Co,40.5
2789,2025-06-12,Dairy,Local Farm,8.8
2790,2025-07-28,Bakery,Community Drive,38.1
2791,2025-06-15,Beverages,Individual,42.1
2792,2025-01-16,Dry goods,Local Farm,36.5
2793,2025-08-17,Canned goods,Supermarket Co,24.7
2794,2025-09-06,Frozen,Local Farm,7.7
2795,2025-04-25,Beverages,Corporate Gift,28.7
2796,2025-03-04,Canned goods,Local Farm,26.3
2797,2025-06-01,Fresh produce,Corporate Gift,39.7
2798,2025-02-10,Frozen,Community Drive,5.0
2799,2025-05-11,Fresh produce,Corporate Gift,16.3
2800,2025-08-17,Dairy,Corporate Gift,18.1
2801,2025-05-07,Dry goods,Corporate Gift,6.6
2802,2025-05-13,Beverages,Corporate Gift,27.6
2803,2025-01-30,Canned goods,Corporate Gift,37.7
2804,2025-05-22,Dairy,Community Drive,23.9
2805,2025-02-02,Dairy,Supermarket Co,25.3
2806,2025-03-25,Dry goods,Community Drive,4.1
2807,2025-02-20,Beverages,Corporate Gift,10.7
2808,2025-04-22,Bakery,Community Drive,19.8
2809,2025-04-19,Dairy,Corporate Gift,34.2
2810,2025-02-03,Canned goods,Community Drive,35.2
2811,2025-03-29,Dry goods,Supermarket Co,26.4
2812,2025-03-26,Dry goods,Community Drive,46.3
2813,2025-07-19,Fresh produce,Individual,25.0
2814,2025-04-13,Fresh produce,Supermarket Co,20.4
2815,2025-05-14,Dairy,Local Farm,7.5
2816,2025-06-04,Bakery,Corporate Gift,16.5
2817,2025-07-18,Beverages,Individual,41.2
2818,2025-03-07,Beverages,Individual,45.7
2819,2025-04-10,Fresh produce,Community Drive,13.4
2820,2025-08-16,Fresh produce,Supermarket Co,41.0
2821,2025-01-15,Bakery,Individual,8.1
2822,2025-08-05,Bakery,Corporate Gift,33.0
2823,2025-05-30,Beverages,Supermarket Co,30.6
2824,2025-01-28,Beverages,Individual,15.5
2825,2025-05-15,Canned goods,Supermarket Co,19.0
2826,2025-04-07,Bakery,Individual,43.4
2827,2025-03-19,Frozen,Corporate Gift,24.7
2828,2025-03-02,Fresh produce,Community Drive,21.0
2829,2025-03-20,Frozen,Corporate Gift,39.8
2830,2025-03-23,Canned goods,Local Farm,37.1
2831,2025-04-30,Beverages,Community Drive,18.4
2832,2025-03-20,Fresh produce,Local Farm,27.6
2833,2025-02-27,Frozen,Individual,2.8
2834,2025-04-09,Canned goods,Local Farm,23.6
2835,2025-04-20,Beverages,Community Drive,27.2
2836,2025-04-18,Fresh produce,Supermarket Co,14.7
2837,2025-08-03,Dairy,Supermarket Co,7.6
2838,2025-04-17,Dairy,Supermarket Co,20.5
2839,2025-08-13,Bakery,Corporate Gift,7.9
2840,2025-06-28,Canned goods,Individual,49.3
2841,2025-07-29,Canned goods,Community Drive,17.0
2842,2025-08-31,Dry goods,Individual,1.2
2843,2025-04-02,Bakery,Community Drive,4.9
2844,2025-03-01,Dry goods,Supermarket Co,2.8
2845,2025-03-13,Beverages,Individual,36.8
2846,2025-08-14,Bakery,Local Farm,45.5
2847,2025-05-11,Frozen,Local Farm,20.5
2848,2025-04-29,Dry goods,Supermarket Co,33.9
2849,2025-05-26,Frozen,Individual,30.6
2850,2025-03-19,Bakery,Local Farm,9.2
2851,2025-08-13,Fresh produce,Local Farm,43.7
2852,2025-01-07,Frozen,Supermarket Co,14.6
2853,2025-09-01,Dry goods,Local Farm,39.5
2854,2025-02-19,Beverages,Local Farm,41.1
2855,2025-01-04,Dry goods,Individual,20.1
2856,2025-08-05,Frozen,Supermarket Co,38.6
2857,2025-08-28,Dairy,Community Drive,14.9
2858,2025-06-14,Fresh produce,Individual,1.1
2859,2025-02-11,Beverages,Corporate Gift,34.2
2860,2025-07-21,Beverages,Corporate Gift,38.2
2861,2025-03-05,Fresh produce,Community Drive,36.4
2862,2025-07-24,Frozen,Local Farm,40.3
2863,2025-04-29,Bakery,Local Farm,4.8
2864,2025-05-29,Dry goods,Supermarket Co,40.4
2865,2025-04-07,Dry goods,Corporate Gift,31.5
2866,2025-01-06,Fresh produce,Supermarket Co,12.1
2867,2025-03-22,Dry goods,Corporate Gift,33.7
2868,2025-03-07,Beverages,Supermarket Co,18.9
2869,2025-06-01,Canned goods,Corporate Gift,49.0
2870,2025-02-15,Dairy,Community Drive,23.5
2871,2025-05-15,Fresh produce,Corporate Gift,33.1
2872,2025-06-06,Bakery,Supermarket Co,19.8
2873,2025-05-04,Canned goods,Corporate Gift,33.0
2874,2025-01-14,Fresh produce,Local Farm,43.7
2875,2025-02-25,Canned goods,Individual,20.3
2876,2025-05-02,Dairy,Supermarket Co,42.9
2877,2025-02-01,Frozen,Community Drive,11.1
2878,2025-05-18,Bakery,Community Drive,24.4
2879,2025-05-19,Dry goods,Local Farm,42.2
2880,2025-03-16,Bakery,Corporate Gift,16.6
2881,2025-02-14,Dry goods,Community Drive,7.6
2882,2025-02-26,Bakery,Individual,4.9
2883,2025-01-19,Fresh produce,Local Farm,25.7
2884,2025-07-25,Beverages,Individual,27.1
2885,2025-06-10,Dairy,Individual,8.9
2886,2025-08-27,Canned goods,Individual,46.4
2887,2025-06-27,Beverages,Supermarket Co,33.3
2888,2025-07-23,Fresh produce,Supermarket Co,16.7
2889,2025-05-22,Fresh produce,Community Drive,13.9
2890,2025-03-27,Dairy,Local Farm,27.2
2891,2025-08-27,Dairy,Community Drive,11.8
2892,2025-01-24,Beverages,Supermarket Co,35.3
2893,2025-04-08,Frozen,Supermarket Co,33.8
2894,2025-06-04,Bakery,Community Drive,12.7
2895,2025-02-23,Dry goods,Local Farm,17.8
2896,2025-03-07,Bakery,Community Drive,38.0
2897,2025-06-11,Bakery,Local Farm,48.8
2898,2025-01-08,Beverages,Corporate Gift,9.7
2899,2025-02-14,Canned goods,Individual,48.2
2900,2025-02-11,Fresh produce,Individual,5.0
2901,2025-02-15,Bakery,Corporate Gift,38.2
2902,2025-06-23,Canned goods,Corporate Gift,36.3
2903,2025-06-15,Fresh produce,Community Drive,31.1
2904,2025-06-23,Beverages,Community Drive,38.9
2905,2025-04-21,Beverages,Individual,6.5
2906,2025-02-17,Fresh produce,Corporate Gift,19.4
2907,2025-06-13,Canned goods,Supermarket Co,24.2
2908,2025-08-25,Beverages,Individual,24.0
2909,2025-06-25,Bakery,Corporate Gift,32.3
2910,2025-07-25,Bakery,Individual,13.0
2911,2025-04-25,Bakery,Corporate Gift,10.3
2912,2025-02-09,Dry goods,Local Farm,44.9
2913,2025-08-25,Canned goods,Corporate Gift,13.9
2914,2025-03-11,Fresh produce,Community Drive,32.5
2915,2025-06-19,Bakery,Individual,29.9
2916,2025-04-07,Frozen,Individual,25.2
2917,2025-07-04,Fresh produce,Local Farm,41.5
2918,2025-05-18,Frozen,Supermarket Co,35.7
2919,2025-03-17,Bakery,Individual,23.4
2920,2025-08-13,Dairy,Community Drive,49.8
2921,2025-06-18,Dry goods,Individual,37.6
2922,2025-05-22,Frozen,Corporate Gift,30.9
2923,2025-08-16,Frozen,Supermarket Co,9.4
2924,2025-07-20,Fresh produce,Community Drive,29.8
2925,2025-07-10,Beverages,Corporate Gift,11.2
2926,2025-04-24,Dry goods,Supermarket Co,15.5
2927,2025-04-14,Frozen,Community Drive,24.6
2928,2025-02-28,Bakery,Community Drive,43.3
2929,2025-08-10,Beverages,Individual,26.9
2930,2025-04-15,Bakery,Corporate Gift,19.0
2931,2025-06-16,Beverages,Local Farm,22.8
2932,2025-06-15,Frozen,Corporate Gift,14.6
2933,2025-01-02,Fresh produce,Local Farm,14.6
2934,2025-08-11,Bakery,Local Farm,34.0
2935,2025-06-03,Bakery,Corporate Gift,21.9
2936,2025-05-30,Bakery,Community Drive,11.4
2937,2025-05-06,Dry goods,Corporate Gift,22.5
2938,2025-06-08,Fresh produce,Corporate Gift,42.0
2939,2025-07-13,Dairy,Corporate Gift,6.2
2940,2025-08-15,Dairy,Local Farm,34.9
2941,2025-07-02,Bakery,Supermarket Co,45.3
2942,2025-03-03,Dry goods,Community Drive,6.5
2943,2025-02-11,Dairy,Local Farm,32.6
2944,2025-04-10,Canned goods,Community Drive,39.5
2945,2025-02-19,Dry goods,Corporate Gift,29.8
2946,2025-06-11,Dry goods,Individual,22.4
2947,2025-01-28,Dairy,Local Farm,4.2
2948,2025-04-14,Dry goods,Corporate Gift,25.6
2949,2025-05-18,Fresh produce,Individual,17.5
2950,2025-05-17,Dry goods,Community Drive,27.2
2951,2025-04-06,Fresh produce,Community Drive,16.6
2952,2025-02-01,Canned goods,Individual,21.1
